-0.536656	0.039717	8.0E-6	
-0.516215	0.142482	8.0E-6	
-0.476118	0.239284	8.0E-6	
-0.417907	0.326403	8.0E-6	
-0.343818	0.400492	8.0E-6	
-0.256698	0.458704	8.0E-6	
-0.159896	0.4988	8.0E-6	
-0.057132	0.519241	8.0E-6	
0.047646	0.519241	8.0E-6	
0.15041	0.4988	8.0E-6	
0.247212	0.458703	8.0E-6	
0.334331	0.400492	8.0E-6	
0.40842	0.326403	8.0E-6	
0.466632	0.239283	8.0E-6	
0.506728	0.142481	8.0E-6	
0.527169	0.039717	8.0E-6	
-0.813805	0.066777	0.020937	
-0.808761	0.146785	0.020937	
-0.782717	0.22262	0.020937	
-0.762116	0.300113	0.020937	
-0.721734	0.369421	0.020937	
-0.686369	0.441421	0.020937	
-0.633201	0.501538	0.020937	
-0.584431	0.565279	0.020937	
-0.52052	0.613895	0.020937	
-0.460219	0.666926	0.020937	
-0.388022	0.702173	0.020937	
-0.318506	0.742457	0.020937	
-0.240797	0.76298	0.020937	
-0.164739	0.788968	0.020937	
-0.084504	0.793979	0.020937	
-0.004826	0.804673	0.020937	
0.074851	0.793979	0.020937	
0.155086	0.788968	0.020937	
0.231144	0.76298	0.020937	
0.308854	0.742456	0.020937	
0.378369	0.702173	0.020937	
0.450566	0.666926	0.020937	
0.510868	0.613895	0.020937	
0.574778	0.565278	0.020937	
0.623549	0.501538	0.020937	
0.676717	0.441421	0.020937	
0.712082	0.36942	0.020937	
0.752464	0.300112	0.020937	
0.773064	0.222619	0.020937	
0.799108	0.146784	0.020937	
0.804153	0.066776	0.020937	
-1.106403	0.093932	0.167437	
-1.090477	0.19951	0.167437	
-1.064092	0.303043	0.167437	
-1.02752	0.403538	0.167437	
-0.981097	0.500021	0.167437	
-0.925285	0.591571	0.167437	
-0.860607	0.677297	0.167437	
-0.787699	0.756383	0.167437	
-0.707251	0.828058	0.167437	
-0.62005	0.891642	0.167437	
-0.526924	0.946509	0.167437	
-0.42878	0.992147	0.167437	
-0.326556	1.0281	0.167437	
-0.221241	1.054038	0.167437	
-0.113846	1.069695	0.167437	
-0.005407	1.074936	0.167437	
0.103031	1.069695	0.167437	
0.210426	1.054038	0.167437	
0.315741	1.0281	0.167437	
0.417966	0.992147	0.167437	
0.51611	0.946509	0.167437	
0.609235	0.891641	0.167437	
0.696436	0.828057	0.167437	
0.776884	0.756383	0.167437	
0.849792	0.677296	0.167437	
0.91447	0.591571	0.167437	
0.970282	0.500021	0.167437	
1.016705	0.403537	0.167437	
1.053277	0.303043	0.167437	
1.079661	0.19951	0.167437	
1.095587	0.093932	0.167437	
-1.516553	0.130677	0.523222	
-1.494714	0.272646	0.523222	
-1.458535	0.411864	0.523222	
-1.408386	0.546998	0.523222	
-1.344728	0.676737	0.523222	
-1.268196	0.799842	0.523222	
-1.179506	0.915116	0.523222	
-1.079532	1.021462	0.523222	
-0.969218	1.117841	0.523222	
-0.849644	1.203341	0.523222	
-0.721946	1.277121	0.523222	
-0.587367	1.338489	0.523222	
-0.447192	1.386835	0.523222	
-0.30278	1.421713	0.523222	
-0.155515	1.442766	0.523222	
-0.006819	1.449814	0.523222	
0.141877	1.442766	0.523222	
0.289142	1.421713	0.523222	
0.433554	1.386835	0.523222	
0.573729	1.338489	0.523222	
0.708308	1.27712	0.523222	
0.836006	1.203341	0.523222	
0.95558	1.117841	0.523222	
1.065893	1.021462	0.523222	
1.165868	0.915115	0.523222	
1.254557	0.799841	0.523222	
1.331089	0.676736	0.523222	
1.394747	0.546997	0.523222	
1.444896	0.411863	0.523222	
1.481075	0.272644	0.523222	
1.502914	0.130676	0.523222	
-1.94074	0.169695	1.004578	
-1.912793	0.350306	1.004578	
-1.866494	0.527419	1.004578	
-1.802318	0.699335	1.004578	
-1.720855	0.864388	1.004578	
-1.622917	1.021001	1.004578	
-1.50942	1.167652	1.004578	
-1.381483	1.302944	1.004578	
-1.240315	1.425556	1.004578	
-1.087295	1.534329	1.004578	
-0.92388	1.628191	1.004578	
-0.751658	1.706263	1.004578	
-0.572276	1.767768	1.004578	
-0.387471	1.81214	1.004578	
-0.199015	1.838924	1.004578	
-0.008729	1.84789	1.004578	
0.181557	1.838924	1.004578	
0.370013	1.81214	1.004578	
0.554818	1.767768	1.004578	
0.7342	1.706263	1.004578	
0.906421	1.628191	1.004578	
1.069836	1.534328	1.004578	
1.222856	1.425556	1.004578	
1.364025	1.302943	1.004578	
1.491962	1.167651	1.004578	
1.605458	1.021	1.004578	
1.703396	0.864387	1.004578	
1.784859	0.699334	1.004578	
1.849035	0.527418	1.004578	
1.895334	0.350305	1.004578	
1.923281	0.169694	1.004578	
-2.239712	0.200004	1.506862	
-2.207469	0.410633	1.506862	
