-0.536656	0.039717	8.0E-6	
-0.516215	0.142482	8.0E-6	
-0.417907	0.326403	8.0E-6	
-0.256698	0.458704	8.0E-6	
-0.057132	0.519241	8.0E-6	
0.047646	0.519241	8.0E-6	
0.247212	0.458703	8.0E-6	
0.40842	0.326403	8.0E-6	
0.506728	0.142481	8.0E-6	
0.527169	0.039717	8.0E-6	
-0.813805	0.066777	0.020937	
-0.762116	0.300113	0.020937	
-0.633201	0.501538	0.020937	
-0.388022	0.702173	0.020937	
-0.164739	0.788968	0.020937	
0.155086	0.788968	0.020937	
0.378369	0.702173	0.020937	
0.623549	0.501538	0.020937	
0.752464	0.300112	0.020937	
0.804153	0.066776	0.020937	
-1.106403	0.093932	0.167437	
-1.02752	0.403538	0.167437	
-0.860607	0.677297	0.167437	
-0.526924	0.946509	0.167437	
-0.221241	1.054038	0.167437	
0.210426	1.054038	0.167437	
0.51611	0.946509	0.167437	
0.849792	0.677296	0.167437	
1.016705	0.403537	0.167437	
1.095587	0.093932	0.167437	
-1.516553	0.130677	0.523222	
-1.408386	0.546998	0.523222	
-1.179506	0.915116	0.523222	
-0.721946	1.277121	0.523222	
-0.30278	1.421713	0.523222	
0.289142	1.421713	0.523222	
0.708308	1.27712	0.523222	
1.165868	0.915115	0.523222	
1.394747	0.546997	0.523222	
1.502914	0.130676	0.523222	
-1.94074	0.169695	1.004578	
-1.802318	0.699335	1.004578	
-1.50942	1.167652	1.004578	
-0.92388	1.628191	1.004578	
-0.387471	1.81214	1.004578	
0.370013	1.81214	1.004578	
0.906421	1.628191	1.004578	
1.491962	1.167651	1.004578	
1.784859	0.699334	1.004578	
1.923281	0.169694	1.004578	
-2.239712	0.200004	1.506862	
-2.080012	0.817669	1.506862	
-1.742091	1.36382	1.506862	
-1.066544	1.9009	1.506862	
-0.447682	2.11542	1.506862	
0.426238	2.11542	1.506862	
1.0451	1.900899	1.506862	
1.720646	1.363819	1.506862	
2.058567	0.817668	1.506862	
2.218265	0.200002	1.506862	
-2.338167	0.212883	2.009147	
-2.171557	0.867952	2.009147	
-1.819012	1.447177	2.009147	
-1.11423	2.016781	2.009147	
-0.468585	2.244292	2.009147	
0.443155	2.244292	2.009147	
1.088799	2.01678	2.009147	
1.793581	1.447176	2.009147	
2.146125	0.867951	2.009147	
2.312736	0.212881	2.009147	
-2.20048	0.202653	2.511432	
-2.043886	0.828012	2.511432	
-1.71252	1.380968	2.511432	
-1.050067	1.924739	2.511432	
-0.443199	2.141933	2.511432	
0.413782	2.141932	2.511432	
1.02065	1.924739	2.511432	
1.683102	1.380965	2.511432	
2.014464	0.828009	2.511432	
2.171061	0.202651	2.511432	
-1.885753	0.173536	3.013716	
-1.751908	0.714341	3.013716	
-1.468581	1.192546	3.013716	
-0.902087	1.662806	3.013716	
-0.383125	1.850635	3.013716	
0.349721	1.850635	3.013716	
0.868683	1.662805	3.013716	
1.435174	1.192533	3.013716	
1.718475	0.714331	3.013716	
1.852337	0.173535	3.013716	
-1.490405	0.134151	3.495073	
-1.385157	0.560594	3.495073	
-1.162107	0.93771	3.495073	
-0.715939	1.308552	3.495073	
-0.307206	1.456668	3.495073	
0.269982	1.456668	3.495073	
0.678715	1.308551	3.495073	
1.124874	0.937674	3.495073	
1.347847	0.560568	3.495073	
1.453149	0.134151	3.495073	
-1.165408	0.100802	3.850857	
-1.083678	0.430408	3.850857	
-0.910166	0.721933	3.850857	
-0.562853	1.008598	3.850857	
-0.244678	1.123087	3.850857	
0.20463	1.123087	3.850857	
0.522804	1.008596	3.850857	
0.870104	0.721874	3.850857	
1.043488	0.430367	3.850857	
1.125307	0.100801	3.850857	
-1.018268	0.085713	4.017666	
-0.947126	0.371506	4.017666	
-0.795936	0.624301	4.017666	
-0.493184	0.872878	4.017666	
-0.21583	0.972152	4.017666	
0.175831	0.972152	4.017666	
0.453185	0.872876	4.017666	
0.755921	0.624233	4.017666	
0.906963	0.371458	4.017666	
0.978204	0.085713	4.017666	
-0.863061	0.337962	4.18077	
-0.724881	0.568681	4.18077	
-0.52544	0.749317	4.18077	
-0.282105	0.8643	4.18077	
-0.01584	0.903765	4.18077	
0.250424	0.8643	4.18077	
0.49376	0.749309	4.18077	
0.693187	0.568622	4.18077	
0.831225	0.337921	4.18077	
0.896339	0.077123	4.18077	
-0.783728	0.063038	4.526049	
-0.728189	0.282943	4.526049	
-0.608457	0.477453	4.526049	
-0.371144	0.668799	4.526049	
-0.156574	0.745207	4.526049	
0.070309	0.756331	4.526049	
0.35834	0.668809	4.526049	
0.541807	0.533696	4.526049	
0.677782	0.351515	4.526049	
0.74957	0.136692	4.526049	
-0.741081	0.054515	4.993195	
-0.687887	0.249605	4.993195	
-0.559785	0.42227	4.993195	
